month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
202104,2021-04-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,94,3
202104,2021-04-01,S08000025,NA,18-74,NA,All Delay Reasons,d,60,2
202104,2021-04-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000025,NA,75plus,NA,All Delay Reasons,d,54,2
202104,2021-04-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,19,1
202104,2021-04-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,5,0
202104,2021-04-01,S08000026,NA,18-74,NA,All Delay Reasons,d,9,0
202104,2021-04-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202104,2021-04-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,9,0
202104,2021-04-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000026,NA,75plus,NA,All Delay Reasons,d,4,0
202104,2021-04-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202104,2021-04-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,4,0
202104,2021-04-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000028,NA,18-74,NA,All Delay Reasons,d,75,3
202104,2021-04-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,30,1
202104,2021-04-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,45,2
202104,2021-04-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000028,NA,75plus,NA,All Delay Reasons,d,367,12
202104,2021-04-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,111,4
202104,2021-04-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,256,9
202104,2021-04-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1368,46
202104,2021-04-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,858,29
202104,2021-04-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,510,17
202104,2021-04-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000029,NA,75plus,NA,All Delay Reasons,d,2098,70
202104,2021-04-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,501,17
202104,2021-04-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1575,53
202104,2021-04-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,22,1
202104,2021-04-01,S08000030,NA,18-74,NA,All Delay Reasons,d,870,29
202104,2021-04-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,525,18
202104,2021-04-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,317,11
202104,2021-04-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,28,1
202104,2021-04-01,S08000030,NA,75plus,NA,All Delay Reasons,d,994,33
202104,2021-04-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,435,15
202104,2021-04-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,533,18
202104,2021-04-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,26,1
202104,2021-04-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3613,120
202104,2021-04-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1698,57
202104,2021-04-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1670,56
202104,2021-04-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,245,8
202104,2021-04-01,S08000031,NA,75plus,NA,All Delay Reasons,d,4582,153
202104,2021-04-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,2116,71
202104,2021-04-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2128,71
202104,2021-04-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,338,11
202104,2021-04-01,S08000032,NA,18-74,NA,All Delay Reasons,d,767,26
202104,2021-04-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,127,4
202104,2021-04-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,627,21
202104,2021-04-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,13,0
202104,2021-04-01,S08000032,NA,75plus,NA,All Delay Reasons,d,2152,72
202104,2021-04-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,516,17
202104,2021-04-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1605,54
202104,2021-04-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202104,2021-04-01,S92000003,d,18-74,NA,All Delay Reasons,d,11694,390
202104,2021-04-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4781,159
202104,2021-04-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,6488,216
202104,2021-04-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,425,14
202104,2021-04-01,S92000003,d,75plus,NA,All Delay Reasons,d,20906,697
202104,2021-04-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,6355,212
202104,2021-04-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,13778,459
202104,2021-04-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,773,26
202105,2021-05-01,S08000015,NA,18-74,NA,All Delay Reasons,d,876,28
202105,2021-05-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,432,14
202105,2021-05-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,443,14
202105,2021-05-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,1,0
202105,2021-05-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1725,56
202105,2021-05-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,592,19
202105,2021-05-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,1090,35
202105,2021-05-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,43,1
202105,2021-05-01,S08000016,NA,18-74,NA,All Delay Reasons,d,288,9
202105,2021-05-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,34,1
202105,2021-05-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,254,8
202105,2021-05-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000016,NA,75plus,NA,All Delay Reasons,d,770,25
202105,2021-05-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,139,4
202105,2021-05-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,631,20
202105,2021-05-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000017,NA,18-74,NA,All Delay Reasons,d,445,14
202105,2021-05-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,109,4
202105,2021-05-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,336,11
202105,2021-05-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000017,NA,75plus,NA,All Delay Reasons,d,668,22
202105,2021-05-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,155,5
202105,2021-05-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,499,16
202105,2021-05-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,14,0
202105,2021-05-01,S08000019,NA,18-74,NA,All Delay Reasons,d,905,29
202105,2021-05-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,328,11
202105,2021-05-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,529,17
202105,2021-05-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,48,2
202105,2021-05-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1433,46
202105,2021-05-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,392,13
202105,2021-05-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,975,31
202105,2021-05-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,66,2
202105,2021-05-01,S08000020,NA,18-74,NA,All Delay Reasons,d,397,13
202105,2021-05-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,76,2
202105,2021-05-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,321,10
202105,2021-05-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000020,NA,75plus,NA,All Delay Reasons,d,1388,45
202105,2021-05-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,396,13
202105,2021-05-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,933,30
202105,2021-05-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,59,2
202105,2021-05-01,S08000022,NA,18-74,NA,All Delay Reasons,d,579,19
202105,2021-05-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,132,4
202105,2021-05-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,447,14
202105,2021-05-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000022,NA,75plus,NA,All Delay Reasons,d,1964,63
202105,2021-05-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,445,14
202105,2021-05-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,1383,45
202105,2021-05-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,136,4
202105,2021-05-01,S08000024,NA,18-74,NA,All Delay Reasons,d,1721,56
202105,2021-05-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,433,14
202105,2021-05-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,1217,39
202105,2021-05-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,71,2
202105,2021-05-01,S08000024,NA,75plus,NA,All Delay Reasons,d,3783,122
202105,2021-05-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,796,26
202105,2021-05-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,2784,90
202105,2021-05-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,203,7
202105,2021-05-01,S08000025,NA,18-74,NA,All Delay Reasons,d,41,1
202105,2021-05-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,31,1
202105,2021-05-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202105,2021-05-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,10,0
202105,2021-05-01,S08000025,NA,75plus,NA,All Delay Reasons,d,64,2
202105,2021-05-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
202105,2021-05-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,64,2
202105,2021-05-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000026,NA,18-74,NA,All Delay Reasons,d,33,1
202105,2021-05-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202105,2021-05-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,33,1
202105,2021-05-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000026,NA,75plus,NA,All Delay Reasons,d,25,1
202105,2021-05-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202105,2021-05-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,25,1
202105,2021-05-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000028,NA,18-74,NA,All Delay Reasons,d,89,3
202105,2021-05-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,21,1
202105,2021-05-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,68,2
202105,2021-05-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000028,NA,75plus,NA,All Delay Reasons,d,354,11
202105,2021-05-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,78,3
202105,2021-05-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,276,9
202105,2021-05-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1467,47
202105,2021-05-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,771,25
202105,2021-05-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,696,22
202105,2021-05-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000029,NA,75plus,NA,All Delay Reasons,d,2561,83
202105,2021-05-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,599,19
202105,2021-05-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1962,63
202105,2021-05-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000030,NA,18-74,NA,All Delay Reasons,d,919,30
202105,2021-05-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,538,17
202105,2021-05-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,381,12
202105,2021-05-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202105,2021-05-01,S08000030,NA,75plus,NA,All Delay Reasons,d,956,31
202105,2021-05-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,439,14
202105,2021-05-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,486,16
202105,2021-05-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202105,2021-05-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3884,125
202105,2021-05-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1758,57
202105,2021-05-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1893,61
202105,2021-05-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,233,8
202105,2021-05-01,S08000031,NA,75plus,NA,All Delay Reasons,d,4738,153
202105,2021-05-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,2337,75
202105,2021-05-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2120,68
202105,2021-05-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,281,9
202105,2021-05-01,S08000032,NA,18-74,NA,All Delay Reasons,d,1016,33
202105,2021-05-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,33,1
202105,2021-05-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,981,32
202105,2021-05-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,2,0
202105,2021-05-01,S08000032,NA,75plus,NA,All Delay Reasons,d,2259,73
202105,2021-05-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,444,14
202105,2021-05-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1802,58
202105,2021-05-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,13,0
202105,2021-05-01,S92000003,d,18-74,NA,All Delay Reasons,d,12660,408
202105,2021-05-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4696,151
202105,2021-05-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,7599,245
202105,2021-05-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,365,12
202105,2021-05-01,S92000003,d,75plus,NA,All Delay Reasons,d,22688,732
202105,2021-05-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,6812,220
202105,2021-05-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,15030,485
202105,2021-05-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,846,27
202106,2021-06-01,S08000015,NA,18-74,NA,All Delay Reasons,d,1005,34
202106,2021-06-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,577,19
202106,2021-06-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,428,14
202106,2021-06-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1950,65
202106,2021-06-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,641,21
202106,2021-06-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,1303,43
202106,2021-06-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,6,0
202106,2021-06-01,S08000016,NA,18-74,NA,All Delay Reasons,d,234,8
202106,2021-06-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,30,1
202106,2021-06-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,204,7
202106,2021-06-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000016,NA,75plus,NA,All Delay Reasons,d,877,29
202106,2021-06-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,134,4
202106,2021-06-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,696,23
202106,2021-06-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,47,2
202106,2021-06-01,S08000017,NA,18-74,NA,All Delay Reasons,d,464,15
202106,2021-06-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,60,2
202106,2021-06-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,404,13
202106,2021-06-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000017,NA,75plus,NA,All Delay Reasons,d,833,28
202106,2021-06-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,186,6
202106,2021-06-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,638,21
202106,2021-06-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,9,0
202106,2021-06-01,S08000019,NA,18-74,NA,All Delay Reasons,d,835,28
202106,2021-06-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,263,9
202106,2021-06-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,508,17
202106,2021-06-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,64,2
202106,2021-06-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1508,50
202106,2021-06-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,398,13
202106,2021-06-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1048,35
202106,2021-06-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,62,2
202106,2021-06-01,S08000020,NA,18-74,NA,All Delay Reasons,d,483,16
202106,2021-06-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,93,3
202106,2021-06-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,386,13
202106,2021-06-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,4,0
202106,2021-06-01,S08000020,NA,75plus,NA,All Delay Reasons,d,1107,37
202106,2021-06-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,297,10
202106,2021-06-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,770,26
202106,2021-06-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,40,1
202106,2021-06-01,S08000022,NA,18-74,NA,All Delay Reasons,d,760,25
202106,2021-06-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,159,5
202106,2021-06-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,590,20
202106,2021-06-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,11,0
202106,2021-06-01,S08000022,NA,75plus,NA,All Delay Reasons,d,1955,65
202106,2021-06-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,465,16
202106,2021-06-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,1406,47
202106,2021-06-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,84,3
202106,2021-06-01,S08000024,NA,18-74,NA,All Delay Reasons,d,2002,67
202106,2021-06-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,593,20
202106,2021-06-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,1359,45
202106,2021-06-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,50,2
202106,2021-06-01,S08000024,NA,75plus,NA,All Delay Reasons,d,3823,127
202106,2021-06-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,702,23
202106,2021-06-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,3012,100
202106,2021-06-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,109,4
202106,2021-06-01,S08000025,NA,18-74,NA,All Delay Reasons,d,5,0
202106,2021-06-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,4,0
202106,2021-06-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202106,2021-06-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,1,0
202106,2021-06-01,S08000025,NA,75plus,NA,All Delay Reasons,d,19,1
202106,2021-06-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
202106,2021-06-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,19,1
202106,2021-06-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000026,NA,18-74,NA,All Delay Reasons,d,1,0
202106,2021-06-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202106,2021-06-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,1,0
202106,2021-06-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000026,NA,75plus,NA,All Delay Reasons,d,14,0
202106,2021-06-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202106,2021-06-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,14,0
202106,2021-06-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000028,NA,18-74,NA,All Delay Reasons,d,129,4
202106,2021-06-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,48,2
202106,2021-06-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,81,3
202106,2021-06-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000028,NA,75plus,NA,All Delay Reasons,d,385,13
202106,2021-06-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,136,5
202106,2021-06-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,249,8
202106,2021-06-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1555,52
202106,2021-06-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,753,25
202106,2021-06-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,802,27
202106,2021-06-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000029,NA,75plus,NA,All Delay Reasons,d,2450,82
202106,2021-06-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,649,22
202106,2021-06-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1801,60
202106,2021-06-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202106,2021-06-01,S08000030,NA,18-74,NA,All Delay Reasons,d,973,32
202106,2021-06-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,549,18
202106,2021-06-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,415,14
202106,2021-06-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,9,0
202106,2021-06-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1497,50
202106,2021-06-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,390,13
202106,2021-06-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,1079,36
202106,2021-06-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,28,1
202106,2021-06-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3810,127
